table_name,field_name,language,field_value,translation
routes,route_long_name,ar,Hegaz Square - Moassasa,المؤسسة - ميدان الحجاز
routes,route_long_name,ar,Abd Al Moneim Riad - Zahraa Ain Shams,زهراء عين شمس - عبد المنعم رياض
routes,route_long_name,ar,Hadayeq Helwan - Helwan Metro,حدائق حلوان - مترو حلوان
routes,route_long_name,ar,Kolleyet Al Zeraah (Ain Shams University) - Masaken Al Wehda,كلية الزراعة (جامعة عين شمس) - مساكن الوحدة
routes,route_long_name,ar,Helwan - Zahraa Madinet Nasr,حلوان - زهراء مدينة نصر
routes,route_long_name,ar,7th District (Nasr City) - Tagneed (Al Remaya),التجنيد (الرماية) - الحي السابع (مدينة نصر)
routes,route_long_name,ar,Ard El Lewaa - Bashtil El Balad,أرض اللواء - بشتيل البلد
routes,route_long_name,ar,Abd Al Moneim Riad - Isbiko,اسبيكو - عبد المنعم رياض
routes,route_long_name,ar,Al-Salam (10th of Ramadan) - Helwan,السلام (العاشر من رمضان الجديد) - حلوان
routes,route_long_name,ar,Cairo Airport - Qalyoub,قليوب - مطار القاهرة
routes,route_long_name,ar,Cairo Alexandria Agriculture Road - Gas (Banks Area),الغاز (البنوك) - طريق القاهرة اسكندرية الزراعي
routes,route_long_name,ar,Bulaq Al Dakrur - Giza Square,بولاق الدكرور - ميدان الجيزة
routes,route_long_name,ar,Al-Salam (10th of Ramadan) - Moneeb Konayyesa,السلام (العاشر من رمضان الجديد) - منيب كنيسة
routes,route_long_name,ar,Amr Ibn El Aas - Masaken Ain Shams,عمرو بن العاص - مساكن عين شمس
routes,route_long_name,ar,Marioteya & Ring Rd - New Marg,المرج الجديد - المريوطية الطريق الدائري
routes,route_long_name,ar,Ahmed Helmy - New Marg,أحمد حلمي - المرج الجديد
routes,route_long_name,ar,Hegaz Square - Imbaba,امبابة - ميدان الحجاز
routes,route_long_name,ar,Amiriya - Giza Square,الأميرية - ميدان الجيزة
routes,route_long_name,ar,Giza Square - Ramses,رمسيس - ميدان الجيزة
routes,route_long_name,ar,Asmarrat - Mazallat,الاسمرات - مظلات
routes,route_long_name,ar,New Marg - Shabab (Obour),الشباب (العبور) - المرج الجديد
routes,route_long_name,ar,Moneeb - Zahraa Madinet Nasr,المنيب - زهراء مدينة نصر
routes,route_long_name,ar,New Marg - Remaya (New Mashaal),الرماية (مشعل الجديد) - المرج الجديد
routes,route_long_name,ar,Al Sheikh Mansour - Matareya Square,الشيخ منصور - ميدان المطرية
routes,route_long_name,ar,Laylat Al Qadr - New Marg,المرج الجديد - ليلة القدر
routes,route_long_name,ar,Al Nozha Al Gadida (Gesr El Suez Garage) - Isbiko,اسبيكو - النزهة الجديدة (جراج جسر السويس)
routes,route_long_name,ar,AUC Bus - New Marg,المرج الجديد - موقف الجامعة الأمريكية
routes,route_long_name,ar,Giza Square - Haram Mashaal,الهرم مشعل - ميدان الجيزة
routes,route_long_name,ar,Giza Square - Lebanon Square,ميدان الجيزة - ميدان لبنان
routes,route_long_name,ar,Al Wehda Imbaba (Al Bohi) - Ramses,الوحدة أمبابة (البوهي) - رمسيس
routes,route_long_name,ar,Al Sa'a Square - Al-Salam (10th of Ramadan),السلام (العاشر من رمضان الجديد) - ميدان الساعة
routes,route_long_name,ar,Imbaba - Isaaf,الإسعاف - امبابة
routes,route_long_name,ar,Al-Salam (10th of Ramadan) - Mostorod Ring Rd,السلام (العاشر من رمضان الجديد) - مسطرد الدائري
routes,route_long_name,ar,Alf Maskan - Al Hamd Square,ألف مسكن - ميدان الحمد
routes,route_long_name,ar,Al Hamd Square - Al-Salam (10th of Ramadan),السلام (العاشر من رمضان الجديد) - ميدان الحمد
routes,route_long_name,ar,Akher Faisal - New Marg,آخر فيصل - المرج الجديد
routes,route_long_name,ar,Al-Salam (10th of Ramadan) - Qalyoub Exit,السلام (العاشر من رمضان الجديد) - نزلة قليوب
routes,route_long_name,ar,Masaken Helmeyet Al Zaitoun - Masaken Zeinhom,مساكن حلمية الزيتون - مساكن زينهم
routes,route_long_name,ar,Akher Faisal - Imbaba,آخر فيصل - امبابة
routes,route_long_name,ar,Ahmed Helmy - Badrasheen,أحمد حلمي - البدرشين
routes,route_long_name,ar,Arab Maadi - Maadi Metro,عرب المعادي - مترو المعادي
routes,route_long_name,ar,Gas (Banks Area) - Qalyoub Exit,الغاز (البنوك) - نزلة قليوب
routes,route_long_name,ar,Ahmed Helmy - Bigam,أحمد حلمي - بيجام
routes,route_long_name,ar,Al Hamd Square - Qalyoub Exit,ميدان الحمد - نزلة قليوب
routes,route_long_name,ar,El Warsha (Ezbet Al Nakhl) - New Marg,المرج الجديد - الورشة (عزبة النخل)
routes,route_long_name,ar,Abbasseya - Moneeb,العباسية - المنيب
routes,route_long_name,ar,7th District (Nasr City) - Hadaek EL Kobba,الحي السابع (مدينة نصر) - حدائق القبة
routes,route_long_name,ar,Khanka - New Marg,الخانكة - المرج الجديد
routes,route_long_name,ar,7th District (6th of October) - Al Mostaqbal Entrance,الحي السابع (٦ أكتوبر) - مدخل المستقبل
routes,route_long_name,ar,Imbaba - Qawmeya Arabeya,القومية العربية - امبابة
routes,route_long_name,ar,Imbaba - Nahda City,امبابة - مدينة النهضة
routes,route_long_name,ar,Abboud - Ramses,رمسيس - عبود
routes,route_long_name,ar,Badr City - Moneeb,المنيب - مدينة بدر
routes,route_long_name,ar,Om Bayoumi (Mintay) - Orabi Bridge,أم بيومي (منطي) - كوبري عرابي
routes,route_long_name,ar,Al Sayeda Zeinab - Giza Square,السيدة زينب - ميدان الجيزة
routes,route_long_name,ar,Mehwar & Alex Desert Rd - Sphinx Airport,المحور مع اسكندرية صحراوي - مطار سفينكس
routes,route_long_name,ar,Al-Salam (10th of Ramadan) - Marioteya & Ring Rd,السلام (العاشر من رمضان الجديد) - المريوطية الطريق الدائري
routes,route_long_name,ar,Al-Salam (10th of Ramadan) - Hyper 1,السلام (العاشر من رمضان الجديد) - هايبر ١
routes,route_long_name,ar,Bohooth (Al Kobri Al Khashab) - Madinat Al Talaba (Imbaba),البحوث (الكوبري الخشب) - مدينة الطلبة (إمبابة)
routes,route_long_name,ar,Al-Salam (10th of Ramadan) - Cairo Airport,السلام (العاشر من رمضان الجديد) - مطار القاهرة
routes,route_long_name,ar,1st Settlement (New Cairo) - Al-Salam (10th of Ramadan),التجمع الاول - السلام (العاشر من رمضان الجديد)
routes,route_long_name,ar,Basateen - Maadi Metro,البساتين - مترو المعادي
routes,route_long_name,ar,Kilo 4 & Half - Matareya Square,الكيلو أربعة و نص - ميدان المطرية
routes,route_long_name,ar,Applied Arts - Cairo University - Kerdasa,كرداسة - كلية فنون تطبيقية - جامعة القاهرة
routes,route_long_name,ar,Al Zawya Al Hamra - Masaken Zeinhom,الزاوية الحمراء - مساكن زينهم
routes,route_long_name,ar,Abd Al Moneim Riad - Salam Alexandria,السلام إسكندرية - عبد المنعم رياض
routes,route_long_name,ar,Arabella Square - Kattameya (Mahmoudeya),القطامية (المحمودية) - ميدان أرابيلا
routes,route_long_name,ar,7th District (Nasr City) - Lebanon Square,الحي السابع (مدينة نصر) - ميدان لبنان
routes,route_long_name,ar,Al-Salam (10th of Ramadan) - Al Shorouq Water,السلام (العاشر من رمضان الجديد) - محطة المياه شروق
routes,route_long_name,ar,Abou Zaabal - Al-Salam (10th of Ramadan),ابو زعبل - السلام (العاشر من رمضان الجديد)
routes,route_long_name,ar,Abou Wafya - Masaken Sheraton,ابو وافية - مساكن شيراتون
routes,route_long_name,ar,Al Wehda Imbaba (Al Bohi) - Bulaq Al Dakrur,الوحدة أمبابة (البوهي) - بولاق الدكرور
routes,route_long_name,ar,Darrasa - Koleyet Al Banat - Azhar University,الدراسة - كلية البنات - جامعة الأزهر
routes,route_long_name,ar,Al Magzar (Mariouteya) - Qalaa,القلعة - المجزر (المريوطية)
routes,route_long_name,ar,Mostorod Ring Rd - New Marg,المرج الجديد - مسطرد الدائري
routes,route_long_name,ar,Hossary - Zahraa Madinet Nasr,الحصري - زهراء مدينة نصر
routes,route_long_name,ar,6th District - 6th of October (Al Souq Al Qadeem) - Al-Salam (10th of Ramadan),الحي السادس - ٦ أكتوبر(السوق القديم) - السلام (العاشر من رمضان الجديد)
routes,route_long_name,ar,Matareya Square - Mazallat,مظلات - ميدان المطرية
routes,route_long_name,ar,Al Banhawi - Al-Salam (10th of Ramadan),البنهاوي - السلام (العاشر من رمضان الجديد)
routes,route_long_name,ar,Al-Salam (10th of Ramadan) - Laylat Al Qadr,السلام (العاشر من رمضان الجديد) - ليلة القدر
routes,route_long_name,ar,Al-Salam (10th of Ramadan) - New Marg,السلام (العاشر من رمضان الجديد) - المرج الجديد
routes,route_long_name,ar,Ramses - Remaya Square,رمسيس - ميدان الرماية
routes,route_long_name,ar,Al-Salam (10th of Ramadan) - Wizarat District - New Administrative Capital,السلام (العاشر من رمضان الجديد) - حي الوزارات - العاصمة الإدارية الجديدة
routes,route_long_name,ar,Cairo Alexandria Agriculture Road - New Marg,المرج الجديد - طريق القاهرة اسكندرية الزراعي
routes,route_long_name,ar,Al Sayeda Aisha - Darrasa,الدراسة - السيدة عائشة
routes,route_long_name,ar,Abbasseya - Badr (Sheikh Zayed),العباسية - مساكن بدر (الشيخ زايد)
routes,route_long_name,ar,Alf Maskan - Masaken Ain Shams,ألف مسكن - مساكن عين شمس
routes,route_long_name,ar,Abou Zaabal - New Marg,ابو زعبل - المرج الجديد
routes,route_long_name,ar,Al Mostafa Mosque - Gas (Banks Area),الغاز (البنوك) - مسجد المصطفى
routes,route_long_name,ar,Bulaq Al Dakrur - Ramses,بولاق الدكرور - رمسيس
routes,route_long_name,ar,Haram Mashaal - Hyper 1,الهرم مشعل - هايبر ١
routes,route_long_name,ar,Abou Zaabal - Mostorod Ring Rd,ابو زعبل - مسطرد الدائري
routes,route_long_name,ar,Abd Al Moneim Riad - Hadaba Wosta (Moqattam),الهضبة الوسطى (المقطم) - عبد المنعم رياض
routes,route_long_name,ar,Abou El Numrus - Moneeb,ابو النمرس - المنيب
routes,route_long_name,ar,Al Qanatir Al Khayriyyah - Cairo Alexandria Agriculture Road,القناطر الخيرية - طريق القاهرة اسكندرية الزراعي
routes,route_long_name,ar,Gas (Banks Area) - Helwan,الغاز (البنوك) - حلوان
routes,route_long_name,ar,Al-Salam (10th of Ramadan) - Shabab (Obour),السلام (العاشر من رمضان الجديد) - الشباب (العبور)
routes,route_long_name,ar,6th District - 6th of October (Al Souq Al Qadeem) - Giza Square,الحي السادس - ٦ أكتوبر(السوق القديم) - ميدان الجيزة
routes,route_long_name,ar,10th District (6th of October) - Magda Square,الحي العاشر (٦ أكتوبر) - ميدان ماجدة
routes,route_long_name,ar,Arabella Square - New Cairo Academy,أكاديمية القاهرة الجديدة - ميدان أرابيلا
routes,route_long_name,ar,Al Nozha Al Gadida (Gesr El Suez Garage) - Masaken Sheraton,النزهة الجديدة (جراج جسر السويس) - مساكن شيراتون
routes,route_long_name,ar,6th District - 6th of October (Al Souq Al Qadeem) - Hossary,الحصري - الحي السادس - ٦ أكتوبر(السوق القديم)
routes,route_long_name,ar,Industrial Zone 3 - Laylat Al Qadr,المنطقة الصناعية الثالثة - ليلة القدر
routes,route_long_name,ar,Bulaq Al Dakrur - Isaaf,الإسعاف - بولاق الدكرور
routes,route_long_name,ar,Laylat Al Qadr - Total  (6th of October),بنزينة توتال (٦ أكتوبر) - ليلة القدر
routes,route_long_name,ar,10th of Ramadan City - Al Shorouq Academy,اكاديمية الشروق - مدينة العاشر من رمضان
routes,route_long_name,ar,Hossary - Lebanon Square,الحصري - ميدان لبنان
routes,route_long_name,ar,Al Shabab Entrance - Kattameya (Mahmoudeya),القطامية (المحمودية) - مدخل الشباب
routes,route_long_name,ar,Giza Square - Hyper 1,ميدان الجيزة - هايبر ١
routes,route_long_name,ar,New Marg - Qalyoub Exit,المرج الجديد - نزلة قليوب
routes,route_long_name,ar,Al Sayeda Nafeesa - Qism El Hadayek,السيدة نفسية - قسم الحدائق
routes,route_long_name,ar,Awwel Al Zawya Al Hamra - Hadaek EL Kobba,أول الزاوية الحمراء - حدائق القبة
routes,route_long_name,ar,Amr Ibn El Aas - Mazallat,عمرو بن العاص - مظلات
routes,route_long_name,ar,Ahmed Helmy - Kattameya (Mahmoudeya),أحمد حلمي - القطامية (المحمودية)
routes,route_long_name,ar,Al Sayeda Aisha - Giza Square,السيدة عائشة - ميدان الجيزة
routes,route_long_name,ar,Abboud - New Marg,المرج الجديد - عبود
routes,route_long_name,ar,Abageyah - Ibrahim Bek,أبراهيم بيك - الاباجية
routes,route_long_name,ar,Ramses - Sharabeya,الشرابية - رمسيس
routes,route_long_name,ar,Abou Al Reesh - Dar El Salam,أبو الريش - دار السلام
routes,route_long_name,ar,3rd Settlement  (New Cairo) - New Marg,التجمع الثالث - المرج الجديد
routes,route_long_name,ar,Abd Al Moneim Riad - Masarra,عبد المنعم رياض - مسرة
routes,route_long_name,ar,Al-Salam (10th of Ramadan) - Nahda City,السلام (العاشر من رمضان الجديد) - مدينة النهضة
routes,route_long_name,ar,Abboud - Remaya (New Mashaal),الرماية (مشعل الجديد) - عبود
routes,route_long_name,ar,Alf Maskan - Ezbet Al Nakhl,ألف مسكن - عزبة النخل
routes,route_long_name,ar,Attaba - Bus Stop 43 (Matareya),الحافلات 43 (المطرية) - العتبة
routes,route_long_name,ar,Moneeb - Qism El Hadayek,المنيب - قسم الحدائق
routes,route_long_name,ar,Mazallat - Orabi Bridge,كوبري عرابي - مظلات
routes,route_long_name,ar,1st Settlement (New Cairo) - Al Zawya Al Hamra,التجمع الاول - الزاوية الحمراء
routes,route_long_name,ar,Qawmeya Arabeya - Remaya (New Mashaal),الرماية (مشعل الجديد) - القومية العربية
routes,route_long_name,ar,Abou Rawwash - Haram Mashaal,أبو رواش - الهرم مشعل
routes,route_long_name,ar,Al Sa'a Square - Ibrahim Bek,أبراهيم بيك - ميدان الساعة
routes,route_long_name,ar,Bohooth (Al Kobri Al Khashab) - Imbaba,البحوث (الكوبري الخشب) - امبابة
routes,route_long_name,ar,Al Sayeda Aisha - Nahda City,السيدة عائشة - مدينة النهضة
routes,route_long_name,ar,Al-Salam (10th of Ramadan) - Moassaset Al Zakah,السلام (العاشر من رمضان الجديد) - مؤسسة الزكاة
routes,route_long_name,ar,6th District - 6th of October (Al Souq Al Qadeem) - Haram & Marioteya,الحي السادس - ٦ أكتوبر(السوق القديم) - الهرم مريوطية
routes,route_long_name,ar,Kerdasa - Remaya (New Mashaal),الرماية (مشعل الجديد) - كرداسة
routes,route_long_name,ar,10th of Ramadan City - Qalyoub Exit,مدينة العاشر من رمضان - نزلة قليوب
routes,route_long_name,ar,Basrawy - Ramses,البصراوي - رمسيس
routes,route_long_name,ar,Badr City - Qalyoub Exit,مدينة بدر - نزلة قليوب
routes,route_long_name,ar,Ard El Lewaa - Giza Square,أرض اللواء - ميدان الجيزة
routes,route_long_name,ar,Ahmed Helmy - Hawamdeyya,أحمد حلمي - الحوامدية
routes,route_long_name,ar,Al-Salam (10th of Ramadan) - R2 - New Administrative Capital,الأرتو - العاصمة الإدارية الجديدة - السلام (العاشر من رمضان الجديد)
routes,route_long_name,ar,Al-Salam (10th of Ramadan) - Awwel Makram Ebeid,أول مكرم عبيد - السلام (العاشر من رمضان الجديد)
routes,route_long_name,ar,Al-Salam (10th of Ramadan) - Church (Kayan) - New Administrative Capital,السلام (العاشر من رمضان الجديد) - الكنيسة (الكيان) - العاصمة الإدارية الجديدة
routes,route_long_name,ar,Rabaah Al Adaweya Mosque - Saqr Quraish,صقر قريش - مسجد رابعة العدوية
routes,route_long_name,ar,15th of May - Abbasseya,١٥ مايو - العباسية
routes,route_long_name,ar,Al Hamd Square - Gas (Banks Area),الغاز (البنوك) - ميدان الحمد
routes,route_long_name,ar,Mabyadah Square - Rod El Farag - Obour,العبور - ميدان المبيضة - روض الفرج
routes,route_long_name,ar,Al Sayeda Aisha - Gas (Banks Area),السيدة عائشة - الغاز (البنوك)
routes,route_long_name,ar,Barageel St - Kit Kat Square,شارع بارجيل - ميدان الكيت كات
routes,route_long_name,ar,Ard El Lewaa - Bohooth (Al Kobri Al Khashab),أرض اللواء - البحوث (الكوبري الخشب)
routes,route_long_name,ar,Isko - Laylat Al Qadr,إسكو - ليلة القدر
routes,route_long_name,ar,10th District (Nasr City) - Ommal Square,الحي العاشر (مدينة نصر) - ميدان العمال
routes,route_long_name,ar,Al Sa'a Square - Matareya Square,ميدان الساعة - ميدان المطرية
routes,route_long_name,ar,Alf Maskan - Mazlaqan Ain Shams,ألف مسكن - مزلقان عين شمس
routes,route_long_name,ar,11th District (6th of October) - Magda Square,الحي الحادي عشر (٦ أكتوبر) - ميدان ماجدة
routes,route_long_name,ar,Abou Al Reesh - Giza Square,أبو الريش - ميدان الجيزة
routes,route_long_name,ar,Al Warraq - Giza Square,الوراق - ميدان الجيزة
routes,route_long_name,ar,Moneeb - Remaya Square,المنيب - ميدان الرماية
routes,route_long_name,ar,10th of Ramadan City - 10th of Ramadan City,مدينة العاشر من رمضان - مدينة العاشر من رمضان
routes,route_long_name,ar,Bulaq Al Dakrur - Nahia,بولاق الدكرور - ناهيا
routes,route_long_name,ar,Imbaba - Matbaa,المطبعة - امبابة
routes,route_long_name,ar,1st Settlement (New Cairo) - Moneeb,التجمع الاول - المنيب
routes,route_long_name,ar,1st Settlement (New Cairo) - Mamaleek -Manial (Meqyas),التجمع الاول - المماليك- المنيل (المقياس)
routes,route_long_name,ar,Al Warraq - Tagneed (Al Remaya),التجنيد (الرماية) - الوراق
routes,route_long_name,ar,Badrasheen - Mazghuna,البدرشين - مزغونة
routes,route_long_name,ar,Lebanon Square - Zahraa Madinet Nasr,زهراء مدينة نصر - ميدان لبنان
routes,route_long_name,ar,1st Settlement (New Cairo) - Orabi Bridge,التجمع الاول - كوبري عرابي
routes,route_long_name,ar,Abd Al Moneim Riad - Hegaz Square,عبد المنعم رياض - ميدان الحجاز
routes,route_long_name,ar,Al-Salam (10th of Ramadan) - Isbiko,اسبيكو - السلام (العاشر من رمضان الجديد)
routes,route_long_name,ar,Rehab - Gate 13 - 12 - Zahraa Madinet Nasr,الرحاب - بوابة ١٣- 12 - زهراء مدينة نصر
routes,route_long_name,ar,Dolce - Laylat Al Qadr,دولسي - ليلة القدر
routes,route_long_name,ar,Helwan - Tibeen,التبين - حلوان
routes,route_long_name,ar,10th District (6th of October) - Hossary,الحصري - الحي العاشر (٦ أكتوبر)
routes,route_long_name,ar,1st Settlement (New Cairo) - Mazallat,التجمع الاول - مظلات
routes,route_long_name,ar,1st Settlement (New Cairo) - Abd Al Moneim Riad,التجمع الاول - عبد المنعم رياض
routes,route_long_name,ar,Imbaba - Lebanon Square,امبابة - ميدان لبنان
routes,route_long_name,ar,Al Sheikh Mansour - New Marg,الشيخ منصور - المرج الجديد
routes,route_long_name,ar,Gas (Banks Area) - Ommal Square,الغاز (البنوك) - ميدان العمال
routes,route_long_name,ar,Imbaba - Ramses,امبابة - رمسيس
routes,route_long_name,ar,Al Sayeda Aisha - Zahraa Metro,السيدة عائشة - مترو الزهراء
routes,route_long_name,ar,Abbasseya - Al Sayeda Aisha,السيدة عائشة - العباسية
routes,route_long_name,ar,FUE - Gas (Banks Area),الغاز (البنوك) - جامعة المستقبل
routes,route_long_name,ar,Gas (Banks Area) - Traffic Department  (Kattameya),ادارة المرور (القطامية) - الغاز (البنوك)
routes,route_long_name,ar,Moassasa - Qalyoub El Balad,المؤسسة - قليوب البلد
routes,route_long_name,ar,Abou Al Reesh - Ahmed Maher Hospital,أبو الريش - مستشفي أحمد ماهر
routes,route_long_name,ar,Badrasheen - Hawamdeyya,البدرشين - الحوامدية
routes,route_long_name,ar,Bulaq Al Dakrur - Imbaba,امبابة - بولاق الدكرور
routes,route_long_name,ar,10th District (Nasr City) - Zahraa Madinet Nasr,الحي العاشر (مدينة نصر) - زهراء مدينة نصر
routes,route_long_name,ar,Abbasseya - Matbaa,العباسية - المطبعة
routes,route_long_name,ar,Abd Al Moneim Riad - Al Qanatir Al Khayriyyah,القناطر الخيرية - عبد المنعم رياض
routes,route_long_name,ar,Al Sayeda Aisha - Bab Al Shaaria Square,السيدة عائشة - ميدان باب الشعرية
routes,route_long_name,ar,Abou Al Reesh - Matbaa,أبو الريش - المطبعة
routes,route_long_name,ar,Masaken Al Shorouq - Mazallat,مساكن الشروق - مظلات
routes,route_long_name,ar,15th of May - Giza Square,١٥ مايو - ميدان الجيزة
routes,route_long_name,ar,Alf Maskan - Matareya Square,ألف مسكن - ميدان المطرية
routes,route_long_name,ar,10th District (Nasr City) - Darrasa,الحي العاشر (مدينة نصر) - الدراسة
routes,route_long_name,ar,Kolleyet Al Zeraah (Cairo University) - Tagneed (Al Remaya),التجنيد (الرماية) - كلية الزراعة (جامعة القاهرة)
routes,route_long_name,ar,Al Bassous - Moassasa,البسوس - المؤسسة
routes,route_long_name,ar,15th of May - Helwan Metro,١٥ مايو - مترو حلوان
routes,route_long_name,ar,Attaba - Moassaset Al Zakah,العتبة - مؤسسة الزكاة
routes,route_long_name,ar,Al Qanatir Al Khayriyyah - Moassasa,القناطر الخيرية - المؤسسة
routes,route_long_name,ar,Al Motamayez - Laylat Al Qadr,المتميز - ليلة القدر
routes,route_long_name,ar,Hadaek EL Kobba - Qism El Hadayek,حدائق القبة - قسم الحدائق
routes,route_long_name,ar,Ahmed Helmy - Badr City,أحمد حلمي - مدينة بدر
routes,route_long_name,ar,Kerdasa - Qasr Al Einy,القصر العيني - كرداسة
routes,route_long_name,ar,Al Sayeda Aisha - Salam Alexandria,السلام إسكندرية - السيدة عائشة
routes,route_long_name,ar,Abboud - Al Zawya Al Hamra,الزاوية الحمراء - عبود
routes,route_long_name,ar,Haram Mashaal - Moneeb,المنيب - الهرم مشعل
routes,route_long_name,ar,Kilo 4 & Half - Orabi Bridge,الكيلو أربعة و نص - كوبري عرابي
routes,route_long_name,ar,Abbasseya - Manshiyat Nasser,العباسية - منشية ناصر
routes,route_long_name,ar,1st Settlement (New Cairo) - Attaba,التجمع الاول - العتبة
routes,route_long_name,ar,Cairo Airport - Lebanon Square,مطار القاهرة - ميدان لبنان
routes,route_long_name,ar,10th District (Nasr City) - Ramses,الحي العاشر (مدينة نصر) - رمسيس
routes,route_long_name,ar,Giza Square - Helwan Post Office,بريد حلوان - ميدان الجيزة
routes,route_long_name,ar,Al Sayeda Aisha - Awwel Abbas,السيدة عائشة - اول عباس
routes,route_long_name,ar,Abbasseya - Matareya Square,العباسية - ميدان المطرية
routes,route_long_name,ar,Al-Salam (10th of Ramadan) - Manshiyat Nasser,السلام (العاشر من رمضان الجديد) - منشية ناصر
routes,route_long_name,ar,Abd Al Moneim Riad - Saft Al Laban,صفط اللبن - عبد المنعم رياض
routes,route_long_name,ar,Hyper 1 - Zayed (MM),زايد (مواصلات مصر) - هايبر ١
routes,route_long_name,ar,Ezbet Al Nakhl - New Marg,المرج الجديد - عزبة النخل
routes,route_long_name,ar,Badr (Sheikh Zayed) - Hyper 1,مساكن بدر (الشيخ زايد) - هايبر ١
routes,route_long_name,ar,Giza Square - Omraneyya,العمرانية - ميدان الجيزة
routes,route_long_name,ar,Imbaba - Masaken Betcho,امبابة - مساكن بيتشو
routes,route_long_name,ar,Maadi Metro - Saqr Quraish,صقر قريش - مترو المعادي
routes,route_long_name,ar,Marioteya & Ring Rd - Moneeb,المريوطية الطريق الدائري - المنيب
routes,route_long_name,ar,Gas (Banks Area) - Haram & Marioteya,الغاز (البنوك) - الهرم مريوطية
routes,route_long_name,ar,Abbasseya - Lebanon Square,العباسية - ميدان لبنان
routes,route_long_name,ar,New Cairo Court - New Marg,المرج الجديد - محكمة القاهرة الجديدة
routes,route_long_name,ar,10th District (Nasr City) - FUE,الحي العاشر (مدينة نصر) - جامعة المستقبل
routes,route_long_name,ar,Giza Square - Hadaba Wosta (Moqattam),الهضبة الوسطى (المقطم) - ميدان الجيزة
routes,route_long_name,ar,Kattameya (Mahmoudeya) - New Cairo Academy,أكاديمية القاهرة الجديدة - القطامية (المحمودية)
routes,route_long_name,ar,Abbasseya - Basateen,البساتين - العباسية
routes,route_long_name,ar,Haram & Marioteya - Nasr St,الهرم مريوطية - شارع النصر
routes,route_long_name,ar,Fayda Kamel - Maadi Metro,فايدة كامل - مترو المعادي
routes,route_long_name,ar,Kolleyet Al Zeraah (Ain Shams University) - Ramses,رمسيس - كلية الزراعة (جامعة عين شمس)
routes,route_long_name,ar,Moneeb - Ramses,المنيب - رمسيس
routes,route_long_name,ar,6th District - 6th of October (Al Souq Al Qadeem) - Moneeb,الحي السادس - ٦ أكتوبر(السوق القديم) - المنيب
routes,route_long_name,ar,Abbasseya - Dawaran Shubra,العباسية - دوران شبرا
routes,route_long_name,ar,Abdullah El Refaey - Ezbet Al Nakhl,عبد الله الرفاعي - عزبة النخل
routes,route_long_name,ar,Haram & Marioteya - Moneeb,المنيب - الهرم مريوطية
routes,route_long_name,ar,Al Zawya Al Hamra - Mazallat,الزاوية الحمراء - مظلات
routes,route_long_name,ar,Darrasa - Moassasa,الدراسة - المؤسسة
routes,route_long_name,ar,Helwan Post Office - Ramses,بريد حلوان - رمسيس
routes,route_long_name,ar,Haram Mashaal - Laylat Al Qadr,الهرم مشعل - ليلة القدر
routes,route_long_name,ar,Laylat Al Qadr - Moassasa,المؤسسة - ليلة القدر
routes,route_long_name,ar,Al Sayeda Aisha - Ommal Square,السيدة عائشة - ميدان العمال
routes,route_long_name,ar,Al Marg Police - New Marg,المرج الجديد - قسم المرج
routes,route_long_name,ar,Hossary - Imbaba,الحصري - امبابة
routes,route_long_name,ar,Imbaba - Laylat Al Qadr,امبابة - ليلة القدر
routes,route_long_name,ar,Al Mostaqbal Entrance - Masaken Othman (6th of October),مدخل المستقبل - مساكن عثمان (6 أكتوبر)
routes,route_long_name,ar,Abou Al Reesh - Cairo University,أبو الريش - جامعة القاهرة
routes,route_long_name,ar,Awsim - Kit Kat Square,أوسيم - ميدان الكيت كات
routes,route_long_name,ar,Helwan Metro - Ramses,رمسيس - مترو حلوان
routes,route_long_name,ar,Awwel Makram Ebeid - Haram Mashaal,أول مكرم عبيد - الهرم مشعل
routes,route_long_name,ar,Awwel Makram Ebeid - Helwan,أول مكرم عبيد - حلوان
routes,route_long_name,ar,Dokki - Znen (Awwel Al Eshreen),دقي - زنين (أول العشرين)
routes,route_long_name,ar,Badrasheen - Tibeen,البدرشين - التبين
routes,route_long_name,ar,Abd Al Moneim Riad - Tagneed (Al Remaya),التجنيد (الرماية) - عبد المنعم رياض
routes,route_long_name,ar,Al-Salam (10th of Ramadan) - Helwan Metro,السلام (العاشر من رمضان الجديد) - مترو حلوان
routes,route_long_name,ar,Giza Square - Haram & Marioteya,الهرم مريوطية - ميدان الجيزة
routes,route_long_name,ar,Abbasseya - Khosous,العباسية - خلوص
routes,route_long_name,ar,Ahmed Helmy - Arab Maadi,أحمد حلمي - عرب المعادي
routes,route_long_name,ar,Hyper 1 - Qawmeya Arabeya,القومية العربية - هايبر ١
routes,route_long_name,ar,Giza Square - Hossary,الحصري - ميدان الجيزة
routes,route_long_name,ar,Mazghuna - Tibeen,التبين - مزغونة
routes,route_long_name,ar,8th District (Nasr City) - Al tabba - Alf Maskan,ألف مسكن - الحي الثامن (مدينة نصر) - التبة
routes,route_long_name,ar,New Marg - Remaya Square,المرج الجديد - ميدان الرماية
routes,route_long_name,ar,Al Sayeda Aisha - Isbiko,اسبيكو - السيدة عائشة
routes,route_long_name,ar,Dandy Mall - Hyper 1,داندي مول - هايبر ١
routes,route_long_name,ar,Al Malek Al Saleh - Al Sayeda Aisha,السيدة عائشة - الملك الصالح
